venda_id;cliente_id;produto;preco;data
26660;8940;Pacote Integrado (TV, Internet, Telefone);118.81;2024-04-25
26661;8941;Cloud;473.96;2024-06-03
26662;8941;Pacote TV HD;34.44;2025-01-20
26663;8941;Net segura;252.07;2023-11-29
26664;8941;Net segura;297.78;2022-05-20
26665;8941;Net segura;280.54;2022-03-29
26666;8942;Pacote Mobile Empresarial;17.99;2022-05-10
26667;8942;Pacote Mobile Empresarial;17.74;2022-03-22
26668;8943;Pacote TV HD;27.21;2022-08-12
26669;8943;Internet 200 Mbps;63.49;2023-02-04
26670;8943;Pacote Mobile Empresarial;23.87;2023-08-28
26671;8943;Internet 200 Mbps;65.93;2024-01-14
26672;8944;Cloud;226.35;2022-09-18
26673;8944;Pacote Mobile Empresarial;29.43;2024-09-08
26674;8944;Net segura;262.94;2024-12-02
26675;8945;Pacote Integrado (TV, Internet, Telefone);143.71;2022-09-06
26676;8945;Net segura;275.57;2024-10-02
26677;8946;Internet 200 Mbps;55.52;2024-05-28
26678;8946;Pacote Mobile Empresarial;28.99;2022-11-07
26679;8946;Net segura;205.27;2024-07-10
26680;8947;Internet 200 Mbps;67.25;2022-09-13
26681;8948;Internet 100 Mbps;49.76;2022-10-28
26682;8948;Cloud;420.08;2022-11-19
26683;8948;Pacote TV HD;25.93;2022-03-04
26684;8948;Pacote Integrado (TV, Internet, Telefone);93.45;2022-07-20
26685;8948;Net segura;131.51;2025-01-10
26686;8949;Pacote Mobile Empresarial;28.88;2024-07-05
26687;8949;Pacote TV HD;34.26;2024-05-19
26688;8949;Pacote Mobile Empresarial;27.46;2024-03-06
26689;8950;Cloud;232.4;2023-02-26
26690;8950;Internet 100 Mbps;38.87;2022-04-24
26691;8951;Net segura;146.31;2025-01-14
26692;8951;Pacote Mobile Empresarial;18.6;2023-04-18
26693;8952;Pacote Mobile Empresarial;29.1;2022-04-15
26694;8952;Pacote Mobile Empresarial;23.63;2023-12-24
26695;8952;Net segura;184.0;2023-02-27
26696;8952;Cloud;366.79;2024-08-09
26697;8953;Pacote Integrado (TV, Internet, Telefone);121.84;2022-03-24
26698;8954;Cloud;449.23;2023-06-11
26699;8954;Cloud;235.18;2022-01-13
26700;8954;Cloud;211.92;2022-03-05
26701;8954;Pacote Integrado (TV, Internet, Telefone);125.81;2024-04-25
26702;8955;Pacote Integrado (TV, Internet, Telefone);102.11;2022-03-18
26703;8955;Pacote Integrado (TV, Internet, Telefone);141.44;2022-05-25
26704;8956;Net segura;203.55;2023-03-16
26705;8956;Net segura;164.53;2024-09-22
26706;8956;Pacote TV HD;37.27;2023-06-13
26707;8956;Telefone Fixo Ilimitado;26.4;2022-10-10
26708;8956;Net segura;262.26;2024-12-17
26709;8957;Cloud;439.77;2024-03-08
26710;8957;Pacote TV HD;30.38;2024-05-18
26711;8958;Telefone Fixo Ilimitado;25.96;2022-04-18
26712;8958;Net segura;209.69;2024-04-30
26713;8959;Internet 100 Mbps;36.34;2023-10-12
26714;8959;Telefone Fixo Ilimitado;20.13;2024-10-16
26715;8960;Pacote Mobile Empresarial;24.82;2022-02-10
26716;8960;Internet 100 Mbps;48.84;2022-10-12
26717;8960;Net segura;229.32;2022-01-03
26718;8961;Internet 200 Mbps;57.17;2022-03-27
26719;8961;Internet 100 Mbps;38.63;2024-06-15
26720;8961;Pacote TV HD;36.11;2024-03-15
26721;8961;Telefone Fixo Ilimitado;23.12;2024-02-05
26722;8961;Internet 100 Mbps;49.99;2023-08-22
26723;8962;Net segura;284.82;2024-03-24
26724;8962;Net segura;150.41;2022-11-16
26725;8962;Internet 200 Mbps;63.96;2023-07-07
26726;8963;Cloud;424.2;2023-09-26
26727;8963;Net segura;122.59;2023-12-26
26728;8964;Internet 200 Mbps;51.7;2023-07-05
26729;8964;Internet 200 Mbps;60.0;2025-01-13
26730;8964;Internet 100 Mbps;39.29;2024-08-11
26731;8964;Cloud;340.58;2023-11-11
26732;8964;Internet 100 Mbps;46.04;2022-10-03
26733;8965;Net segura;104.91;2022-04-20
26734;8966;Internet 100 Mbps;39.43;2024-09-12
26735;8966;Net segura;247.08;2023-01-23
26736;8967;Pacote Mobile Empresarial;19.47;2022-11-23
26737;8967;Net segura;177.04;2022-11-20
26738;8967;Internet 100 Mbps;36.38;2024-08-11
26739;8968;Internet 200 Mbps;65.93;2024-08-29
26740;8968;Net segura;138.39;2023-05-26
26741;8968;Internet 100 Mbps;36.3;2024-03-01
26742;8968;Pacote Integrado (TV, Internet, Telefone);133.57;2022-06-04
26743;8969;Pacote Mobile Empresarial;21.49;2023-10-21
26744;8969;Telefone Fixo Ilimitado;29.86;2023-12-03
26745;8969;Pacote Mobile Empresarial;24.67;2024-05-15
26746;8970;Telefone Fixo Ilimitado;27.56;2022-01-08
26747;8971;Cloud;472.9;2022-01-29
26748;8971;Internet 100 Mbps;47.35;2024-12-05
26749;8971;Internet 200 Mbps;62.85;2023-11-25
26750;8972;Pacote Mobile Empresarial;26.67;2024-04-07
26751;8972;Internet 100 Mbps;39.47;2022-10-13
26752;8973;Pacote Integrado (TV, Internet, Telefone);93.69;2022-10-22
26753;8973;Telefone Fixo Ilimitado;29.46;2024-11-02
26754;8973;Net segura;260.11;2022-05-31
26755;8974;Net segura;212.12;2023-02-28
26756;8974;Pacote Integrado (TV, Internet, Telefone);102.36;2024-02-11
26757;8975;Internet 200 Mbps;68.69;2023-02-15
26758;8975;Pacote TV HD;36.87;2024-12-13
26759;8975;Internet 100 Mbps;48.03;2023-04-09
26760;8975;Pacote Integrado (TV, Internet, Telefone);136.26;2023-01-20
26761;8976;Internet 100 Mbps;37.48;2022-10-31
26762;8976;Pacote Mobile Empresarial;24.79;2023-05-30
26763;8977;Cloud;327.49;2023-04-11
26764;8977;Pacote Mobile Empresarial;23.77;2022-07-19
26765;8978;Pacote Integrado (TV, Internet, Telefone);99.7;2022-02-04
26766;8978;Cloud;200.6;2023-07-16
26767;8978;Internet 100 Mbps;31.49;2022-09-29
26768;8978;Pacote Mobile Empresarial;26.7;2022-02-26
26769;8978;Net segura;285.14;2023-08-26
26770;8979;Internet 200 Mbps;66.55;2024-08-03
26771;8980;Internet 100 Mbps;43.05;2024-08-14
26772;8980;Pacote Integrado (TV, Internet, Telefone);118.15;2023-11-15
26773;8980;Pacote Integrado (TV, Internet, Telefone);147.56;2024-05-25
26774;8980;Telefone Fixo Ilimitado;26.45;2024-08-17
26775;8980;Net segura;104.53;2022-08-04
26776;8981;Internet 200 Mbps;58.35;2023-08-12
26777;8981;Pacote Integrado (TV, Internet, Telefone);95.38;2022-06-15
26778;8981;Cloud;442.26;2024-01-21
26779;8982;Telefone Fixo Ilimitado;27.05;2023-06-25
26780;8983;Pacote TV HD;34.68;2023-08-17
26781;8983;Pacote Mobile Empresarial;23.36;2022-07-12
26782;8983;Pacote Mobile Empresarial;18.57;2023-05-02
26783;8983;Pacote Mobile Empresarial;23.25;2023-05-30
26784;8984;Internet 200 Mbps;50.81;2023-10-16
26785;8984;Pacote Integrado (TV, Internet, Telefone);89.5;2023-06-19
26786;8984;Pacote Integrado (TV, Internet, Telefone);100.57;2023-01-13
26787;8984;Internet 200 Mbps;53.05;2024-03-23
26788;8984;Telefone Fixo Ilimitado;20.91;2024-06-19
26789;8985;Pacote Integrado (TV, Internet, Telefone);126.0;2024-05-25
26790;8986;Internet 100 Mbps;48.01;2022-04-27
26791;8986;Internet 100 Mbps;45.64;2024-03-06
26792;8987;Internet 200 Mbps;65.56;2023-07-24
26793;8987;Cloud;407.68;2022-05-23
26794;8987;Telefone Fixo Ilimitado;29.05;2023-03-09
26795;8987;Cloud;264.17;2022-05-05
26796;8987;Internet 200 Mbps;50.9;2023-07-29
26797;8988;Internet 200 Mbps;63.77;2022-09-01
26798;8988;Net segura;266.43;2023-09-26
26799;8988;Internet 100 Mbps;39.54;2023-04-25
26800;8989;Pacote Mobile Empresarial;28.96;2023-01-16
26801;8989;Pacote Mobile Empresarial;24.29;2024-07-05
26802;8989;Internet 200 Mbps;55.59;2022-03-26
26803;8989;Pacote TV HD;34.71;2024-11-16
26804;8989;Internet 200 Mbps;60.67;2024-06-26
26805;8990;Cloud;239.9;2023-10-18
26806;8990;Pacote TV HD;26.79;2023-05-25
26807;8990;Pacote Integrado (TV, Internet, Telefone);143.85;2023-05-27
26808;8990;Telefone Fixo Ilimitado;26.5;2022-11-07
26809;8990;Internet 100 Mbps;43.67;2022-07-15
26810;8991;Net segura;234.57;2023-09-27
26811;8991;Internet 200 Mbps;66.65;2022-01-19
26812;8991;Pacote Mobile Empresarial;17.43;2023-09-08
26813;8992;Internet 100 Mbps;44.92;2022-11-08
26814;8992;Cloud;331.51;2024-08-06
26815;8993;Internet 100 Mbps;44.56;2025-01-03
26816;8993;Cloud;387.23;2023-05-25
26817;8993;Internet 200 Mbps;67.66;2023-07-02
26818;8994;Pacote TV HD;31.99;2024-07-23
26819;8994;Net segura;185.48;2024-02-04
26820;8995;Internet 100 Mbps;45.72;2022-09-25
26821;8995;Internet 200 Mbps;59.02;2022-05-14
26822;8995;Internet 100 Mbps;37.05;2024-12-21
26823;8995;Pacote TV HD;30.37;2023-07-11
26824;8996;Internet 200 Mbps;59.64;2024-08-31
26825;8996;Pacote Integrado (TV, Internet, Telefone);85.33;2024-07-30
26826;8996;Pacote Integrado (TV, Internet, Telefone);102.83;2022-11-03
26827;8997;Net segura;132.81;2022-09-07
26828;8998;Cloud;305.1;2022-11-08
26829;8998;Pacote TV HD;37.44;2022-12-27
26830;8998;Telefone Fixo Ilimitado;21.29;2024-01-11
26831;8998;Pacote Integrado (TV, Internet, Telefone);91.15;2023-08-01
26832;8999;Cloud;403.5;2022-12-08
26833;9000;Internet 200 Mbps;66.24;2022-08-28
26834;9001;Pacote Integrado (TV, Internet, Telefone);99.75;2024-09-19
26835;9001;Pacote Integrado (TV, Internet, Telefone);89.27;2022-12-14
26836;9001;Internet 100 Mbps;43.3;2024-07-21
26837;9001;Internet 200 Mbps;54.17;2025-02-08
26838;9002;Telefone Fixo Ilimitado;26.33;2023-12-19
26839;9003;Pacote TV HD;26.06;2022-06-09
26840;9003;Pacote Integrado (TV, Internet, Telefone);82.09;2023-03-17
26841;9003;Cloud;306.49;2022-03-15
26842;9003;Cloud;299.22;2024-10-04
26843;9004;Pacote Integrado (TV, Internet, Telefone);134.17;2022-04-02
26844;9004;Pacote Mobile Empresarial;22.35;2024-12-01
26845;9004;Internet 200 Mbps;65.02;2022-02-23
26846;9004;Net segura;208.77;2024-10-20
26847;9004;Pacote Mobile Empresarial;27.18;2023-04-05
26848;9005;Pacote TV HD;27.27;2022-07-03
26849;9005;Pacote TV HD;31.64;2022-05-10
26850;9005;Internet 100 Mbps;41.46;2022-02-16
26851;9005;Telefone Fixo Ilimitado;21.27;2023-08-13
26852;9006;Pacote Integrado (TV, Internet, Telefone);121.59;2022-10-15
26853;9006;Cloud;319.03;2023-09-04
26854;9007;Internet 100 Mbps;42.86;2024-04-01
26855;9007;Pacote Integrado (TV, Internet, Telefone);95.62;2023-06-03
26856;9007;Pacote Integrado (TV, Internet, Telefone);104.76;2023-04-20
26857;9008;Net segura;152.2;2024-08-23
26858;9008;Pacote Mobile Empresarial;21.47;2024-06-10
26859;9008;Telefone Fixo Ilimitado;22.4;2022-11-30
26860;9009;Pacote Integrado (TV, Internet, Telefone);111.09;2023-01-20
26861;9009;Pacote TV HD;32.07;2022-09-09
26862;9009;Pacote TV HD;32.28;2023-01-26
26863;9009;Pacote TV HD;29.43;2023-03-27
26864;9009;Telefone Fixo Ilimitado;25.58;2023-08-19
26865;9010;Pacote Integrado (TV, Internet, Telefone);113.27;2023-02-26
26866;9010;Telefone Fixo Ilimitado;25.96;2023-07-11
26867;9010;Internet 100 Mbps;46.58;2023-07-22
26868;9010;Internet 100 Mbps;30.68;2024-03-15
26869;9010;Pacote Integrado (TV, Internet, Telefone);127.34;2024-02-22
26870;9011;Cloud;477.98;2024-10-06
26871;9011;Pacote Mobile Empresarial;24.82;2024-01-29
26872;9012;Telefone Fixo Ilimitado;21.88;2024-04-10
26873;9012;Internet 100 Mbps;30.74;2022-05-03
26874;9012;Pacote TV HD;30.99;2024-02-14
26875;9012;Internet 200 Mbps;52.82;2022-09-09
26876;9012;Cloud;467.6;2023-11-11
26877;9013;Internet 100 Mbps;45.86;2023-07-07
26878;9013;Pacote TV HD;26.42;2024-03-01
26879;9013;Pacote Mobile Empresarial;29.74;2023-05-31
26880;9013;Pacote Integrado (TV, Internet, Telefone);108.63;2024-09-12
26881;9013;Pacote TV HD;32.81;2022-11-21
26882;9014;Telefone Fixo Ilimitado;23.51;2022-02-19
26883;9015;Internet 200 Mbps;57.43;2024-10-25
26884;9015;Cloud;335.88;2023-08-05
26885;9016;Pacote TV HD;38.47;2024-03-29
26886;9016;Internet 100 Mbps;35.49;2022-03-26
26887;9016;Internet 100 Mbps;37.05;2024-07-07
26888;9016;Cloud;434.3;2023-04-20
26889;9016;Internet 100 Mbps;44.94;2022-11-06
26890;9017;Pacote TV HD;28.99;2024-09-09
26891;9017;Pacote TV HD;36.02;2022-05-20
26892;9017;Pacote Integrado (TV, Internet, Telefone);90.52;2023-03-17
26893;9017;Internet 100 Mbps;36.66;2022-08-20
26894;9018;Internet 200 Mbps;58.79;2022-10-18
26895;9019;Cloud;422.38;2023-01-15
26896;9019;Cloud;453.4;2024-11-06
26897;9019;Pacote Integrado (TV, Internet, Telefone);136.52;2022-04-07
26898;9020;Pacote TV HD;36.58;2022-05-27
26899;9020;Net segura;135.66;2024-05-03
26900;9020;Cloud;444.15;2022-04-19
26901;9020;Pacote Mobile Empresarial;15.8;2022-10-15
26902;9020;Pacote TV HD;32.88;2022-04-23
26903;9021;Cloud;424.75;2023-12-06
26904;9021;Pacote Integrado (TV, Internet, Telefone);123.57;2024-06-04
26905;9021;Net segura;193.55;2024-06-18
26906;9021;Telefone Fixo Ilimitado;28.4;2022-09-13
26907;9022;Telefone Fixo Ilimitado;22.97;2022-03-19
26908;9022;Pacote TV HD;30.34;2024-06-27
26909;9022;Cloud;339.49;2024-04-10
26910;9022;Pacote Mobile Empresarial;25.99;2023-04-15
26911;9022;Cloud;374.21;2022-01-24
26912;9023;Internet 100 Mbps;42.06;2022-02-08
26913;9023;Pacote TV HD;29.85;2024-06-14
26914;9023;Internet 200 Mbps;54.64;2024-01-21
26915;9023;Cloud;388.16;2024-06-14
26916;9023;Telefone Fixo Ilimitado;24.96;2024-06-27
26917;9024;Cloud;309.04;2024-08-31
26918;9024;Pacote Mobile Empresarial;15.09;2022-10-12
26919;9025;Net segura;260.3;2025-01-31
26920;9025;Internet 100 Mbps;30.64;2023-07-04
26921;9025;Pacote TV HD;32.96;2023-09-05
26922;9025;Pacote Integrado (TV, Internet, Telefone);80.9;2022-04-09
26923;9025;Cloud;232.6;2023-08-30
26924;9026;Pacote Integrado (TV, Internet, Telefone);85.97;2022-06-22
26925;9026;Internet 100 Mbps;44.76;2025-01-20
26926;9027;Pacote Mobile Empresarial;18.98;2022-10-30
26927;9028;Pacote Mobile Empresarial;22.77;2023-07-03
26928;9028;Internet 200 Mbps;59.59;2023-08-17
26929;9028;Internet 100 Mbps;35.06;2025-02-08
26930;9029;Internet 100 Mbps;38.01;2023-10-07
26931;9029;Telefone Fixo Ilimitado;23.66;2022-01-19
26932;9030;Cloud;383.44;2023-03-22
26933;9030;Internet 100 Mbps;47.56;2022-06-06
26934;9031;Internet 200 Mbps;67.26;2023-11-14
26935;9031;Internet 100 Mbps;47.78;2024-08-28
26936;9031;Cloud;291.75;2023-08-15
26937;9031;Internet 200 Mbps;54.1;2023-06-30
26938;9031;Pacote Integrado (TV, Internet, Telefone);102.03;2022-11-29
26939;9032;Pacote Mobile Empresarial;16.77;2024-08-06
26940;9032;Internet 100 Mbps;35.64;2023-10-28
26941;9033;Telefone Fixo Ilimitado;28.36;2024-12-24
26942;9033;Cloud;275.39;2023-02-20
26943;9033;Pacote TV HD;31.54;2024-09-07
26944;9034;Internet 100 Mbps;44.3;2024-12-03
26945;9034;Internet 100 Mbps;49.89;2025-01-27
26946;9035;Cloud;335.7;2024-05-25
26947;9035;Pacote Mobile Empresarial;19.1;2022-03-11
26948;9035;Pacote TV HD;35.98;2024-01-02
26949;9035;Pacote Mobile Empresarial;27.09;2024-03-09
26950;9035;Pacote Mobile Empresarial;16.64;2022-10-28
26951;9036;Pacote TV HD;33.89;2023-06-27
26952;9036;Telefone Fixo Ilimitado;26.39;2024-11-10
26953;9037;Cloud;284.94;2022-10-07
26954;9038;Pacote Integrado (TV, Internet, Telefone);84.41;2024-05-24
26955;9039;Telefone Fixo Ilimitado;24.8;2024-09-09
26956;9039;Cloud;498.32;2023-10-14
26957;9039;Pacote Mobile Empresarial;22.99;2023-02-28
26958;9040;Pacote TV HD;32.78;2022-11-07
26959;9040;Pacote TV HD;35.9;2023-01-03
26960;9040;Internet 100 Mbps;31.06;2023-04-06
26961;9040;Telefone Fixo Ilimitado;24.04;2024-10-07
26962;9040;Pacote Mobile Empresarial;23.58;2024-12-29
26963;9041;Pacote Integrado (TV, Internet, Telefone);146.78;2024-03-15
26964;9041;Cloud;486.16;2022-10-15
26965;9041;Pacote Mobile Empresarial;18.28;2022-07-31
26966;9042;Pacote TV HD;35.99;2024-08-07
26967;9042;Telefone Fixo Ilimitado;22.68;2023-12-22
26968;9042;Internet 100 Mbps;38.67;2024-07-14
26969;9043;Telefone Fixo Ilimitado;26.16;2023-05-01
26970;9043;Telefone Fixo Ilimitado;26.37;2022-08-23
26971;9044;Pacote Mobile Empresarial;18.8;2024-12-30
26972;9044;Net segura;294.89;2024-01-28
26973;9044;Pacote Integrado (TV, Internet, Telefone);149.36;2023-05-24
26974;9044;Internet 100 Mbps;42.5;2022-10-07
26975;9045;Pacote Integrado (TV, Internet, Telefone);144.41;2023-01-02
26976;9045;Internet 200 Mbps;62.27;2023-08-20
26977;9046;Pacote TV HD;39.28;2023-12-30
26978;9046;Pacote Mobile Empresarial;15.42;2022-10-09
26979;9046;Net segura;169.91;2022-08-05
26980;9047;Net segura;168.68;2024-05-01
26981;9047;Pacote TV HD;28.99;2023-01-22
26982;9047;Internet 200 Mbps;52.84;2022-06-03
26983;9047;Internet 200 Mbps;56.49;2022-12-29
26984;9048;Pacote Integrado (TV, Internet, Telefone);105.69;2024-11-08
26985;9049;Pacote Mobile Empresarial;17.67;2022-02-18
26986;9049;Internet 100 Mbps;45.18;2023-03-13
26987;9049;Internet 100 Mbps;49.82;2022-04-13
26988;9049;Cloud;403.18;2022-01-27
26989;9050;Cloud;412.31;2023-03-08
26990;9051;Telefone Fixo Ilimitado;23.44;2023-04-03
26991;9051;Internet 200 Mbps;69.42;2022-11-07
26992;9051;Cloud;333.8;2023-05-15
26993;9052;Pacote Mobile Empresarial;24.48;2024-12-10
26994;9053;Net segura;162.65;2024-05-05
26995;9053;Pacote Mobile Empresarial;27.22;2024-08-06
26996;9053;Telefone Fixo Ilimitado;21.14;2024-12-07
26997;9053;Net segura;146.75;2024-03-14
26998;9053;Cloud;311.74;2023-02-11
26999;9054;Internet 200 Mbps;55.07;2022-10-07
27000;9054;Pacote TV HD;28.05;2023-03-31
27001;9054;Telefone Fixo Ilimitado;21.61;2023-08-15
27002;9055;Cloud;414.32;2022-02-02
27003;9055;Pacote Mobile Empresarial;15.73;2023-05-04
27004;9055;Net segura;285.45;2023-06-06
27005;9056;Net segura;141.58;2022-08-16
27006;9056;Cloud;367.2;2022-12-23
27007;9056;Internet 200 Mbps;64.2;2023-02-06
27008;9056;Pacote TV HD;27.2;2022-11-20
27009;9056;Net segura;242.75;2024-05-23
27010;9057;Pacote Integrado (TV, Internet, Telefone);113.68;2023-06-22
27011;9057;Net segura;215.49;2024-04-28
27012;9057;Net segura;247.36;2022-12-11
27013;9057;Internet 200 Mbps;60.04;2022-09-08
27014;9057;Internet 200 Mbps;69.51;2022-02-17
27015;9058;Internet 200 Mbps;62.96;2023-12-10
27016;9059;Pacote TV HD;39.84;2023-01-24
27017;9059;Cloud;205.65;2023-08-16
27018;9060;Internet 100 Mbps;43.22;2024-03-02
27019;9061;Pacote Integrado (TV, Internet, Telefone);131.56;2024-10-03
27020;9061;Pacote TV HD;38.61;2023-08-08
27021;9061;Internet 200 Mbps;69.32;2022-02-25
27022;9061;Internet 200 Mbps;61.74;2024-05-01
27023;9062;Pacote Integrado (TV, Internet, Telefone);106.1;2024-01-17
27024;9062;Telefone Fixo Ilimitado;21.27;2024-03-14
27025;9062;Cloud;379.02;2023-06-04
27026;9063;Pacote Mobile Empresarial;24.89;2024-03-11
27027;9063;Telefone Fixo Ilimitado;29.01;2022-09-30
27028;9063;Telefone Fixo Ilimitado;20.59;2023-11-13
27029;9064;Telefone Fixo Ilimitado;21.03;2023-10-07
27030;9064;Internet 100 Mbps;34.04;2022-02-02
27031;9064;Pacote Mobile Empresarial;21.89;2024-05-10
27032;9064;Cloud;276.34;2024-11-16
27033;9065;Cloud;352.16;2023-05-06
27034;9065;Telefone Fixo Ilimitado;20.24;2024-06-08
27035;9065;Telefone Fixo Ilimitado;24.02;2023-10-13
27036;9065;Pacote Mobile Empresarial;27.3;2022-12-12
27037;9066;Internet 200 Mbps;57.0;2024-08-29
27038;9066;Telefone Fixo Ilimitado;27.36;2023-07-05
27039;9066;Internet 100 Mbps;49.05;2022-05-20
27040;9066;Net segura;291.95;2023-10-26
27041;9066;Pacote Integrado (TV, Internet, Telefone);105.62;2023-07-28
27042;9067;Pacote Mobile Empresarial;26.76;2024-11-04
27043;9068;Internet 100 Mbps;34.5;2022-08-30
27044;9068;Pacote TV HD;30.37;2022-05-22
27045;9068;Pacote Mobile Empresarial;24.46;2022-09-08
27046;9068;Pacote Mobile Empresarial;26.97;2023-06-30
27047;9069;Pacote TV HD;35.62;2023-08-01
27048;9069;Pacote Integrado (TV, Internet, Telefone);134.91;2023-01-21
27049;9069;Internet 100 Mbps;36.06;2024-07-01
27050;9070;Internet 100 Mbps;30.91;2023-05-01
27051;9070;Pacote TV HD;30.18;2022-01-14
27052;9070;Internet 100 Mbps;39.11;2024-08-22
27053;9070;Pacote TV HD;35.1;2022-03-26
27054;9071;Pacote Integrado (TV, Internet, Telefone);93.04;2022-08-18
27055;9071;Pacote Integrado (TV, Internet, Telefone);86.3;2024-04-06
27056;9071;Pacote Mobile Empresarial;17.68;2022-12-25
27057;9072;Internet 200 Mbps;58.69;2022-10-26
27058;9072;Internet 200 Mbps;55.21;2024-04-29
27059;9072;Cloud;405.53;2024-06-29
27060;9072;Pacote TV HD;38.9;2022-10-11
27061;9073;Pacote TV HD;27.85;2023-06-07
27062;9073;Pacote Mobile Empresarial;27.7;2024-07-15
27063;9073;Cloud;281.61;2023-09-04
27064;9073;Internet 100 Mbps;35.65;2023-02-05
27065;9074;Net segura;228.42;2022-05-25
27066;9074;Pacote Integrado (TV, Internet, Telefone);97.95;2022-03-27
27067;9075;Pacote Integrado (TV, Internet, Telefone);116.77;2022-09-02
27068;9075;Pacote TV HD;33.7;2025-01-01
27069;9075;Internet 100 Mbps;48.88;2024-01-18
27070;9075;Internet 100 Mbps;34.91;2023-03-29
27071;9076;Pacote Mobile Empresarial;16.16;2022-10-18
27072;9076;Telefone Fixo Ilimitado;21.54;2024-09-06
27073;9076;Net segura;165.77;2024-11-19
27074;9076;Telefone Fixo Ilimitado;24.68;2023-08-23
27075;9076;Telefone Fixo Ilimitado;21.29;2022-11-19
27076;9077;Pacote TV HD;36.85;2024-03-06
27077;9077;Telefone Fixo Ilimitado;21.69;2022-01-09
27078;9078;Pacote TV HD;30.67;2024-09-22
27079;9078;Cloud;464.87;2022-01-28
27080;9078;Pacote TV HD;31.85;2023-09-24
27081;9078;Internet 100 Mbps;49.69;2024-08-21
27082;9079;Internet 100 Mbps;40.6;2024-05-13
27083;9079;Telefone Fixo Ilimitado;26.34;2022-12-17
27084;9080;Internet 100 Mbps;42.37;2023-08-02
27085;9080;Cloud;432.34;2024-08-19
27086;9080;Pacote Integrado (TV, Internet, Telefone);148.64;2024-08-30
27087;9080;Cloud;411.64;2023-07-01
27088;9081;Pacote TV HD;32.12;2022-06-08
27089;9081;Net segura;283.48;2023-03-08
27090;9081;Internet 100 Mbps;36.5;2022-12-19
27091;9081;Telefone Fixo Ilimitado;22.53;2024-07-27
27092;9082;Net segura;279.98;2023-02-22
27093;9082;Pacote Integrado (TV, Internet, Telefone);93.2;2024-06-08
27094;9083;Internet 200 Mbps;51.51;2023-01-29
27095;9084;Internet 100 Mbps;46.9;2024-05-05
27096;9084;Pacote Integrado (TV, Internet, Telefone);130.41;2024-06-01
27097;9084;Net segura;100.13;2023-08-22
27098;9084;Internet 200 Mbps;55.96;2023-02-12
27099;9085;Telefone Fixo Ilimitado;24.48;2024-07-22
27100;9085;Internet 100 Mbps;34.3;2023-04-16
27101;9086;Pacote Integrado (TV, Internet, Telefone);92.61;2023-07-07
27102;9086;Internet 200 Mbps;60.94;2024-08-22
27103;9087;Pacote Mobile Empresarial;16.84;2024-02-24
27104;9087;Cloud;232.55;2022-11-27
27105;9088;Pacote Integrado (TV, Internet, Telefone);87.31;2022-05-28
27106;9088;Internet 100 Mbps;41.52;2022-12-07
27107;9088;Pacote TV HD;37.53;2022-02-09
27108;9088;Internet 100 Mbps;30.37;2023-05-08
27109;9089;Internet 200 Mbps;62.79;2025-01-29
27110;9089;Internet 100 Mbps;45.46;2022-11-11
27111;9089;Cloud;210.42;2022-10-26
27112;9090;Internet 100 Mbps;39.17;2024-04-18
27113;9090;Internet 100 Mbps;42.51;2022-10-24
27114;9090;Pacote Integrado (TV, Internet, Telefone);138.87;2024-11-03
27115;9090;Pacote Integrado (TV, Internet, Telefone);120.24;2022-04-23
27116;9091;Cloud;402.31;2023-01-19
27117;9092;Cloud;362.56;2023-05-12
27118;9092;Net segura;105.53;2022-06-09
27119;9093;Net segura;104.78;2022-07-05
27120;9093;Net segura;270.75;2024-04-09
27121;9093;Pacote Integrado (TV, Internet, Telefone);116.29;2023-11-03
27122;9093;Pacote Integrado (TV, Internet, Telefone);125.87;2023-06-17
27123;9093;Telefone Fixo Ilimitado;23.35;2023-06-09
27124;9094;Internet 200 Mbps;65.12;2022-12-17
27125;9095;Cloud;301.64;2023-10-02
27126;9095;Internet 200 Mbps;63.41;2022-12-17
27127;9095;Internet 100 Mbps;36.74;2024-06-22
27128;9095;Internet 100 Mbps;43.98;2024-03-10
27129;9095;Pacote Mobile Empresarial;15.02;2022-11-10
27130;9096;Cloud;221.35;2024-04-22
27131;9096;Pacote TV HD;30.56;2023-07-19
27132;9096;Net segura;189.99;2023-11-23
27133;9096;Cloud;324.29;2022-08-11
27134;9096;Internet 200 Mbps;58.04;2023-03-14
27135;9097;Pacote Integrado (TV, Internet, Telefone);129.2;2022-11-14
27136;9097;Cloud;413.3;2024-08-22
27137;9098;Pacote Integrado (TV, Internet, Telefone);110.68;2023-02-27
27138;9099;Pacote TV HD;36.33;2022-12-18
27139;9099;Net segura;294.2;2022-09-20
27140;9099;Cloud;457.75;2023-11-05
27141;9099;Cloud;351.93;2024-09-11
27142;9100;Net segura;147.1;2022-01-26
27143;9100;Cloud;482.73;2023-08-09
27144;9100;Internet 100 Mbps;41.9;2023-11-01
27145;9101;Pacote TV HD;39.48;2022-10-17
27146;9101;Pacote TV HD;28.49;2022-12-04
27147;9101;Pacote Integrado (TV, Internet, Telefone);124.94;2023-08-13
27148;9101;Telefone Fixo Ilimitado;28.41;2024-11-13
27149;9101;Cloud;499.28;2022-11-01
27150;9102;Internet 100 Mbps;40.63;2023-09-03
27151;9102;Pacote Integrado (TV, Internet, Telefone);98.74;2023-11-23
27152;9103;Telefone Fixo Ilimitado;26.72;2024-02-09
